tt,fmax,fc,lp,beta,k0,thr,k,alpha,s_snow_init,s_soil_init,s_ground_init,nse
0.22779032925730675,3.616446665994674,99.91089133807397,0.2668609790600842,1.5308446951290835,0.01223038068282925,50.01427269879528,0.000536991050574685,2.0398332104075183,0.03205339550881382,24.919352691156607,49.93550939884265,0.5398041991009703
0.27240914699353935,3.7120594533440157,99.97210295501561,0.5770003541301942,1.3486474671899125,0.1738751885834061,50.0582185729884,0.028444251062898603,1.8059402757512764,0.0021270669838038157,24.980696131085008,50.04807563572139,0.5230916337512873
0.3643889965688342,3.7683112431543813,99.98804106875174,0.674977576258067,1.310840068495731,0.09532069156961644,50.16489603045293,0.006400908426767426,1.6616468038387768,0.0011988662654186509,24.962906181531153,49.86043962517829,0.7876589950990038
0.393916867665805,3.5536282570309394,100.03987289725748,0.48136391300779435,1.2524610799483513,0.05753549498337703,49.92835354107031,0.04229906081448574,1.7340036094015845,0.09337653846827484,25.061987440174672,50.04824412349214,0.5105353184817912
0.35742748557162923,3.59037027851847,100.04390517443721,0.4803013085861888,1.2868126752767175,0.10309112821262839,49.99333914417399,0.059344373578337974,1.75004652843832,0.003605684319649305,24.96756702306464,49.95276191422144,0.5044654584163093
0.3403870204691134,3.650995624131591,100.08509438357625,0.5377612353415686,1.3005040483023351,0.10854777914380098,50.065553220786676,0.0296756113858724,1.8598232977905336,0.002995477311393282,24.910858727170936,49.93242403448379,0.5710473554785207
0.2960541836771442,3.620640808132543,100.00432353931471,0.5306103665408393,1.3115809759284631,0.1950281767245155,50.01566834295462,0.025782609360000243,1.8200477219229945,0.04441859821232321,24.99523432672114,49.896953581649285,0.5136267924985354
-0.0006597773814442931,3.8902705468851084,99.7613544733672,0.8954922806345156,1.4704623046333514,0.08086231693146151,50.04953919102893,0.00760442039307206,1.6037671999085723,0.07264752487683551,25.003726647590423,50.17807291148138,0.7344350816066356
0.39355937150630105,3.611359168873581,99.96438920172467,0.44784606777710584,1.4499694064883237,0.08806104898430502,50.163859538445685,0.02888311378104213,1.9845603225356163,0.0014920741192776307,24.808977676726528,49.98336927627714,0.5089626727638459
0.3558789033640345,3.7054409972496023,99.954493086255,0.5782992603543234,1.3842073460905362,0.10343972703762681,50.135639595717365,0.022900256780335172,1.9872929295803368,0.013887878086333762,24.78908937620854,50.02330419711951,0.5575524117374666
0.35438245988738337,3.483580183108904,100.09008427003921,0.42958564276366223,1.168114432319356,0.20169095249443503,50.03025517115596,0.005989397592874218,1.8939187054221351,0.0030584221461033637,24.96359699004202,49.95775299799541,0.6765162365888039
0.3989251344684407,3.5862859865307413,100.03812889475672,0.6084342888002332,1.3121599631775522,0.1630915479652975,50.01792438122162,0.02249436228359491,1.9007308143476058,0.06630328520090355,24.878158312681105,50.13300665783049,0.541845187328581
-0.13112716142230407,3.4145005478372776,99.62947029120781,0.13458468935448198,1.4432833826627438,0.20113843875814855,49.740022375852206,0.000395033587793428,2.102185566694282,0.11271052863069256,25.208973574096845,49.9110447644878,0.720586748088043
